,score,pearson,spearman,ssim,r2,rmse,kolmogorov_smirnov,jensen_shannon,run_time,percentage,maptag,approach,category
85,0.8333333333333333,0.9999991655349731,0.999997615814209,1.0,0.9999982714653015,0.0015597549499943852,0.0019990005530416965,1.715642156341346e-06,0.6607487201690674,50.0,75.0,rbf,deterministic
86,0.6428571428571429,0.9989216923713684,0.9987232089042664,0.9999712109565735,0.9974349141120911,0.06032135337591171,0.013993003405630589,0.0012657530605793,0.11312294006347656,50.0,75.0,idw,deterministic
87,0.5238095238095238,0.9986341595649719,0.9983896017074585,0.9999680519104004,0.9970192313194275,0.06502587348222733,0.013493252918124199,0.0016389262164011598,0.0033674240112304688,50.0,75.0,knn,deterministic
88,0.3333333333333333,0.9944156408309937,0.9963559508323669,0.999897301197052,0.9886875748634338,0.12667708098888397,0.014992503449320793,0.003496169578284025,220.54774355888367,50.0,75.0,regkrige,spatial
89,0.16666666666666666,0.9683526158332825,0.9747833609580994,0.9929682612419128,0.6956914663314819,0.6570181250572205,0.2168915569782257,0.02005903795361519,166.5409231185913,50.0,75.0,swr,spatial
90,1.0,0.9989227652549744,0.9989694952964783,0.9999510049819946,0.9978466033935547,0.060571279376745224,0.008159102872014046,0.0012133014388382435,2.3540472984313965,2.0,100.0,krige,spatial
91,0.8333333333333333,0.9976386427879333,0.9979493618011475,0.9998894929885864,0.995245635509491,0.09000203758478165,0.013513513840734959,0.0021265586838126183,0.4178965091705322,2.0,100.0,rbf,deterministic
92,0.6666666666666666,0.9916951060295105,0.9934774041175842,0.9996867179870605,0.9833947420120239,0.16820140182971954,0.015043345279991627,0.006001040805131197,0.3048372268676758,2.0,100.0,regkrige,spatial
93,0.4761904761904762,0.9860962629318237,0.9867806434631348,0.9990953207015991,0.9628400206565857,0.2516196668148041,0.04971953108906746,0.01074098888784647,0.002382516860961914,2.0,100.0,knn,deterministic
94,0.35714285714285715,0.9729174971580505,0.9727517366409302,0.9988163709640503,0.9431881904602051,0.3111186623573303,0.04028556868433952,0.020454484969377518,0.004643917083740234,2.0,100.0,idw,deterministic
95,0.16666666666666666,0.9611753225326538,0.9644442796707153,0.9685021042823792,0.03777366876602173,1.280399203300476,0.5155532956123352,0.025756876915693283,165.870685338974,2.0,100.0,swr,spatial
96,1.0,0.9999998807907104,0.9999996423721313,1.0,0.9999997019767761,0.0006791915511712432,0.0013150973245501518,4.820171284336539e-07,3.074087381362915,5.0,100.0,krige,spatial
97,0.8333333333333333,0.999942421913147,0.9999382495880127,0.9999977946281433,0.9998842477798462,0.014039373025298119,0.0031562335789203644,9.51571055338718e-05,0.7101402282714844,5.0,100.0,rbf,deterministic
98,0.5952380952380951,0.9960626363754272,0.9961602091789246,0.9998061656951904,0.9904012680053711,0.12785528600215912,0.02788006328046322,0.004417537245899439,0.002779245376586914,5.0,100.0,knn,deterministic
99,0.5476190476190476,0.9936381578445435,0.9956509470939636,0.9997768402099609,0.9871852993965149,0.14772899448871613,0.015781167894601822,0.004330097697675228,0.4857659339904785,5.0,100.0,regkrige,spatial
100,0.35714285714285715,0.990981936454773,0.9908900260925293,0.9996687769889832,0.9808443188667297,0.1806177794933319,0.022882692515850067,0.008634094148874283,0.04339432716369629,5.0,100.0,idw,deterministic
101,0.16666666666666666,0.9720438122749329,0.9801302552223206,0.9703868627548218,0.09374616295099258,1.2423292398452759,0.4955286681652069,0.017695246264338493,174.1626889705658,5.0,100.0,swr,spatial
102,1.0,1.0,1.0,1.0,1.0,3.376590393600054e-05,0.000832870602607727,3.1391862442831098e-09,3.7880873680114746,10.0,100.0,krige,spatial
103,0.8333333333333333,0.9999945163726807,0.9999927878379822,0.9999998807907104,0.9999890923500061,0.004315353464335203,0.001665741205215454,1.0551108061918058e-05,0.858123779296875,10.0,100.0,rbf,deterministic
104,0.6428571428571429,0.9980449676513672,0.9980147480964661,0.9999071955680847,0.9951121211051941,0.09126248955726624,0.01998889446258545,0.0022827167995274067,0.003267526626586914,10.0,100.0,knn,deterministic
105,0.35714285714285715,0.9952831268310547,0.995505154132843,0.9996008276939392,0.9827821254730225,0.17128615081310272,0.04053303599357605,0.0046740029938519,0.07449221611022949,10.0,100.0,idw,deterministic
106,0.49999999999999994,0.9945459365844727,0.9963091015815735,0.999830961227417,0.9890503287315369,0.1365947127342224,0.011382564902305603,0.003647893201559782,1.1655216217041016,10.0,100.0,regkrige,spatial
107,0.16666666666666666,0.9772794246673584,0.9829535484313965,0.973362922668457,0.1815178245306015,1.1809661388397217,0.46085506677627563,0.015471106395125389,171.6874873638153,10.0,100.0,swr,spatial
108,1.0,1.0,1.0,1.0,1.0,2.5484712296020007e-06,0.0006662225350737572,1.3176404412007514e-11,7.46778130531311,25.0,100.0,krige,spatial
109,0.8333333333333333,0.9999992251396179,0.9999985694885254,1.0,0.9999985098838806,0.0016054122243076563,0.0013324450701475143,2.378773842792725e-06,0.8057124614715576,25.0,100.0,rbf,deterministic
110,0.6428571428571429,0.9991331696510315,0.999101459980011,0.9999683499336243,0.9979929327964783,0.05846725404262543,0.010659560561180115,0.0012494678376242518,0.0036177635192871094,25.0,100.0,knn,deterministic
111,0.4761904761904762,0.9988639950752258,0.9988517761230469,0.9999633431434631,0.9973451495170593,0.06724344193935394,0.014656895771622658,0.0015931896632537246,0.08475399017333984,25.0,100.0,idw,deterministic
112,0.38095238095238093,0.9970127940177917,0.9977236390113831,0.9999175667762756,0.9940267205238342,0.10086358338594437,0.009660226292908192,0.0021701534278690815,18.201829195022583,25.0,100.0,regkrige,spatial
113,0.16666666666666666,0.9793367981910706,0.9833937287330627,0.9814857840538025,0.42126327753067017,0.9928168654441833,0.35409727692604065,0.014517249539494514,171.83777904510498,25.0,100.0,swr,spatial
114,1.0,1.0,1.0,1.0,1.0,2.108262833644403e-06,0.0009995002765208483,2.1689262798968434e-12,26.550726652145386,50.0,100.0,krige,spatial
115,0.8333333333333333,0.9999999403953552,0.9999996423721313,1.0,0.9999998211860657,0.0005405927076935768,0.0014992504147812724,2.202459512545829e-07,0.681286096572876,50.0,100.0,rbf,deterministic
116,0.6666666666666666,0.999549925327301,0.9995260238647461,0.999987006187439,0.9989733099937439,0.041840966790914536,0.007996002212166786,0.0007093772874213755,0.11389923095703125,50.0,100.0,idw,deterministic
117,0.4761904761904762,0.9994800090789795,0.9994872808456421,0.9999731779098511,0.9986317157745361,0.04830225184559822,0.01199400331825018,0.0008113057701848447,0.00421595573425293,50.0,100.0,knn,deterministic
118,0.35714285714285715,0.9962443709373474,0.997605562210083,0.9999210834503174,0.9924371838569641,0.11355943232774734,0.009995002299547195,0.0022867938969284296,221.28751039505005,50.0,100.0,regkrige,spatial
119,0.16666666666666666,0.9778772592544556,0.9825394153594971,0.9912500381469727,0.7157269716262817,0.6962234377861023,0.225387305021286,0.015335381031036377,163.30794978141785,50.0,100.0,swr,spatial
